id,date,year,gender,transfer,mental_health,social_distancing,drag_50,sexist_comment,support_eating,stop_svsh,receive_info,social_media_year,asian,black,latino,native hawaiian or pacific islander,white,other:,prefer not to answer,undergrad_student,1st_year,2nd_year,3rd_year,4th_year,5th_year_plus,bachelor_degree,no_college,some_college,read_daily,read_less_weekly,read_daily_more,read_weekly,write_daily,write_less_weekly,write_more_daily,write_weekly,outcome,treatment,recall
R_2Ww2RqGNH9yctjs,2021-04-06 16:52:23,2000,1,0,90,51,50,60,61,90,0,upperclassmen_treatment,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1
R_3qe5vira5vFiYOW,2021-04-06 17:35:11,2000,1,0,78,36,50,61,71,96,11,underclassmen_control,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,0,0
R_21gN207HSdeja1t,2021-04-06 19:08:49,2001,1,0,97,8,50,57,92,70,0,underclassmen_treatment,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21,1,1
R_1PaTouXujEuwlqR,2021-04-06 19:27:18,2000,1,0,92,81,50,81,85,86,11,upperclassmen_control,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5,0,1
R_2PALXRePS8B62fv,2021-04-06 20:16:01,1999,1,0,91,78,50,20,64,95,0,upperclassmen_control,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,4,0,1
R_2Wv5Vcff1y9HWcD,2021-04-06 20:36:44,1999,1,1,95,73,50,80,93,91,0,underclassmen_control,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
R_stEIdugC439cttD,2021-04-06 21:04:43,1999,1,1,37,35,50,75,95,77,11,upperclassmen_treatment,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,14,1,0
R_1po0s9GkeDfy9Kx,2021-04-06 21:53:48,2000,1,0,25,35,50,33,23,16,11,upperclassmen_treatment,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,75,1,0
R_vVaxtLjlMcDxiQF,2021-04-06 21:21:52,1998,0,0,50,10,50,70,70,90,0,upperclassmen_control,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
R_1gLsqvHMIyLieBe,2021-04-06 18:33:32,2002,1,0,55,30,50,30,60,91,0,underclassmen_treatment,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
R_1n2e8L6X4FLpJGC,2021-04-06 22:35:44,1998,1,1,60,61,50,8,50,62,0,upperclassmen_control,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,29,0,1
R_1GQeRzTQdzUzQvS,2021-04-07 00:42:02,2000,1,0,43,22,50,6,28,71,11,upperclassmen_treatment,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,20,1,1
R_2bHwouzVoG1Mcyo,2021-04-06 18:05:06,2002,0,0,50,50,50,39,61,91,11,underclassmen_treatment,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
R_2zoRkKyJgsewaNb,2021-04-07 04:57:11,1997,0,1,80,40,50,70,40,91,0,upperclassmen_treatment,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
R_2CNzw7SSPxXdTgb,2021-04-06 22:47:49,2002,0,0,61,17,50,38,30,60,11,underclassmen_control,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,31,0,1
R_22zA01c2diENyUz,2021-04-07 11:13:02,1999,0,1,95,27,50,82,70,92,11,upperclassmen_control,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
R_1Q61QXC0zojXPxv,2021-04-07 13:48:15,2001,1,0,80,70,50,70,80,61,11,underclassmen_control,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,30,0,1
R_2aEkwwQbbKwsYtO,2021-04-07 14:15:17,2000,1,0,71,60,50,70,70,72,11,upperclassmen_control,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,19,0,1
R_12bU7EoHhLwkg7O,2021-04-07 14:15:30,2001,1,1,81,5,50,71,50,81,0,underclassmen_treatment,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10,1,1
R_D2zYJ3WYAmSkh8Z,2021-04-07 16:24:34,1999,1,0,40,30,50,61,20,61,0,upperclassmen_treatment,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,30,1,1
R_W6WkEtlxod17E0p,2021-04-07 17:38:07,2000,1,0,87,27,50,12,31,50,11,upperclassmen_treatment,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,41,1,1
R_3Iago0xQQlcWuP9,2021-04-07 17:39:00,1999,1,0,55,40,50,67,25,74,0,upperclassmen_control,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,17,0,1
R_dieeznCPjaPVmff,2021-04-07 17:40:31,2000,1,0,77,50,50,76,62,63,0,upperclassmen_treatment,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,28,1,1
R_3KYNqztzM9gBIEn,2021-04-07 17:12:36,2001,1,1,71,65,50,70,50,75,0,underclassmen_control,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,16,0,1
R_0qSn3nqqNdyuUbn,2021-04-07 17:37:48,1998,1,0,48,51,50,40,85,48,11,upperclassmen_treatment,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,43,1,0
R_3efYIGDu7Wy2QPC,2021-04-07 17:12:18,2002,1,0,64,9,50,38,71,84,11,underclassmen_treatment,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,7,1,1
R_2Pcao1Tm85ZNmMn,2021-04-07 17:57:36,2001,0,0,21,82,50,36,38,93,0,underclassmen_treatment,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0
R_2Eyl6nxv5IsyY0p,2021-04-07 17:41:07,1998,1,0,91,49,50,59,63,61,11,upperclassmen_treatment,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,30,1,1
R_2uBkmnrVBqmJD5D,2021-04-07 17:55:19,2000,1,0,68,5,50,16,22,44,0,upperclassmen_treatment,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,47,1,0
R_3HwAIcIQCuIB9yE,2021-04-07 17:38:41,1999,1,0,80,60,50,65,60,70,0,upperclassmen_treatment,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,21,1,1
R_2EtbVFSHJITzK2c,2021-04-07 17:53:47,2000,1,1,93,45,50,81,88,88,11,underclassmen_treatment,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,1,1
R_1C6YnIrszG5DFxT,2021-04-07 17:44:52,2000,1,0,80,30,50,20,60,70,11,upperclassmen_control,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,21,0,1
R_2f28LmwpHRhzGaA,2021-04-07 17:53:29,2000,1,0,75,40,50,20,55,45,0,upperclassmen_control,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,46,0,1
R_tWzSbHe6cq7Hp0R,2021-04-07 17:43:05,2001,0,0,90,3,50,30,72,91,0,upperclassmen_treatment,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
R_3CWtAv38XvTW8GB,2021-04-07 17:50:28,2000,1,1,100,71,50,100,90,90,11,underclassmen_control,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
R_ZHHRPrE2F70FVPr,2021-04-07 17:45:04,1999,1,0,91,23,50,69,51,74,11,upperclassmen_control,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,17,0,0
R_3dX338fKutoIBYn,2021-04-07 17:52:23,2000,1,0,59,45,50,45,52,55,11,underclassmen_control,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,36,0,1
R_6JBVrsIebCCCMTL,2021-04-07 16:43:36,1997,0,1,100,5,50,60,90,40,11,underclassmen_control,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,51,0,1
R_1goHUtdplR1QKGO,2021-04-07 17:54:02,1994,1,1,82,50,50,29,83,77,0,upperclassmen_control,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,14,0,1
R_3exf2HoG6vR1XU0,2021-04-07 17:47:53,2001,1,0,95,76,50,75,65,85,11,underclassmen_treatment,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,1,0
R_3k4IAdGCQt8CkzI,2021-04-07 18:04:00,2002,0,0,73,42,50,40,40,48,11,underclassmen_treatment,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,43,1,0
R_1oBDCCRj8Z02790,2021-04-07 17:54:20,2000,1,0,93,35,50,30,86,91,0,underclassmen_treatment,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
R_3iqZ3CWLzteL5SQ,2021-04-07 17:56:52,2001,0,0,88,65,50,55,75,92,0,underclassmen_treatment,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1
R_2cBkJA5c59Q2TAl,2021-04-07 17:48:51,2002,1,0,93,1,50,50,50,92,11,underclassmen_treatment,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1
R_27dssk21SWP0ttA,2021-04-07 17:53:46,2001,1,0,84,43,50,54,56,64,11,underclassmen_control,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,27,0,1
R_QofC1SzBUmM12zT,2021-04-07 17:42:59,2001,0,0,90,60,50,60,90,90,0,underclassmen_control,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
R_265D3QNOCsYY0Fz,2021-04-07 17:46:35,2000,1,0,81,60,50,30,70,71,11,upperclassmen_treatment,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,20,1,1
R_bdq99cEi4Ava3hD,2021-04-07 18:06:22,2000,1,0,70,30,50,30,51,60,0,underclassmen_control,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,31,0,1
R_1M08un0La2KlQYt,2021-04-07 17:49:20,1999,1,1,95,28,50,98,100,80,0,underclassmen_control,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,11,0,1
R_3iWQebGXwUNMqAQ,2021-04-07 17:47:54,1998,1,0,92,40,50,95,100,100,0,upperclassmen_treatment,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,9,1,0
R_2WSDqPXKZsxtQW4,2021-04-07 17:45:55,2000,1,0,90,80,50,60,90,95,0,upperclassmen_treatment,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4,1,1
R_1rqeIMzj02KSOXJ,2021-04-07 17:51:57,2000,1,0,100,88,50,94,45,79,11,underclassmen_treatment,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,12,1,1
R_3CUvmuljJqpVhHb,2021-04-07 18:00:32,1997,0,0,82,82,50,81,82,91,11,upperclassmen_control,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
R_3PLFO02ZLHHG0ij,2021-04-07 17:51:18,2001,1,0,92,46,50,85,85,94,0,underclassmen_control,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,1
